edad_anios,antiguedad_laboral_anios,amt_income_total,amt_credit,amt_annuity,calificacion_region_ciudad,CODE_GENDER,ORGANIZATION_TYPE,NAME_EDUCATION_TYPE,default
57,5.787045313088635,23375.00171553982,41121.2491558875,2180.3196055082703,2,M,Government,Higher education,0
56,12.05157734319634,19989.830121212937,63690.58088760963,6754.606794815789,1,M,Other,Secondary / secondary special,0
35,5.094832037420936,19171.009405368142,88859.58514751491,9602.016140437941,3,F,Other,Secondary / secondary special,1
57,15.345290219468373,59516.8329930873,128473.0705436886,14457.711883768643,2,F,Other,Secondary / secondary special,0
18,0.0,27877.646826998825,74131.14292144496,4672.2119727325335,2,F,Self-employed,Secondary / secondary special,1
28,4.391360862913803,29139.853439949504,84110.05618074912,4938.5110912933005,2,F,Business Entity,Secondary / secondary special,0
45,8.972574838210981,26021.898395898126,92423.86286911297,7878.898929957343,2,M,Business Entity,Secondary / secondary special,0
42,5.1441851611513725,30994.710969878324,146214.13533102453,10090.863788788436,2,F,Business Entity,Higher education,0
67,0.40907630609738677,43718.95706621045,125949.3850706211,11642.864819488343,2,M,Self-employed,Secondary / secondary special,0
40,6.746240113717896,28468.67358920379,49593.42415538082,4263.165318065769,1,F,Business Entity,Secondary / secondary special,0
48,0.4985958526460072,39750.19173986657,108034.18471256777,6497.1378098753175,2,M,Business Entity,Secondary / secondary special,0
47,4.508030165991311,73799.27928454612,159797.50151012864,16259.225525543467,2,M,Business Entity,Secondary / secondary special,0
59,6.064062226397974,24104.84151175319,91145.48406431987,9685.566341701906,2,F,Other,Higher education,0
52,0.34421945691191624,29151.62291972158,46713.067282568656,5484.721909206078,2,M,Self-employed,Higher education,0
24,1.3119865755907454,50037.606650295136,126182.5796923954,9802.837089771372,2,F,Business Entity,Secondary / secondary special,0
33,12.365220381489673,76776.05476384122,261661.03081056642,19269.096535647375,2,M,Business Entity,Incomplete higher,0
43,4.7896602606996685,19513.169216823866,48210.596348140374,3059.3666285609215,2,M,Business Entity,Higher education,0
65,1.4137115911624765,15515.549406638622,53194.80500544641,3333.215944363004,3,F,Business Entity,Higher education,0
66,5.866890996932156,36304.494374691836,69032.74655647126,5003.060633476692,1,F,Business Entity,Secondary / secondary special,0
19,1.0,34477.477078179756,165485.65672197464,19647.6435599777,2,F,Business Entity,Secondary / secondary special,1
18,0.0,51538.51380763289,129782.9364835195,7327.298944700495,3,F,Government,Secondary / secondary special,0
65,18.687612892968744,47752.18830856976,225891.86708315247,15395.803449346051,2,F,Business Entity,Secondary / secondary special,0
29,5.751430025574399,35704.013594434735,94273.73575726828,5281.072114611599,2,F,Other,Higher education,0
22,2.3535482694557537,61365.76753685195,259972.433283991,17978.184993667346,1,F,Business Entity,Secondary / secondary special,0
54,8.049025701191587,25835.14808283076,61013.72605070906,3445.329200913959,3,F,Other,Higher education,0
49,10.79603080003713,40367.90816926398,155181.9556659185,13280.72326508283,2,F,Self-employed,Secondary / secondary special,0
26,0.6689174620912068,19774.45803315127,52066.28144683817,4200.962490442012,2,F,Other,Secondary / secondary special,0
58,1.1191750631253725,35558.54819607393,116705.18031826528,7257.139279368489,2,F,Self-employed,Secondary / secondary special,1
52,1.2181792650951948,17490.867747951703,67485.88100780813,4200.088580688051,1,M,Government,Secondary / secondary special,0
36,5.875498521974263,20786.899312513302,74023.99366771082,6945.496270966584,2,M,Government,Secondary / secondary special,0
65,4.6195931907687635,85367.94164660049,300237.52067818824,23147.860605319293,2,M,Business Entity,Higher education,0
33,4.8246688210090065,14584.742340317116,25229.896737146388,1360.7403084224577,3,M,Business Entity,Secondary / secondary special,0
20,2.0,32587.17719148134,77289.25381216184,8842.93264857099,3,M,Business Entity,Secondary / secondary special,1
37,7.478571811359797,54918.61062287966,192294.08347905352,15065.601871747873,2,F,Business Entity,Incomplete higher,0
41,0.6844676170683849,110268.96435916715,172472.81468245664,15759.415211935,1,M,Business Entity,Secondary / secondary special,0
50,2.13477497067831,39677.41927626037,94323.33911236997,10562.217768059181,2,F,Business Entity,Secondary / secondary special,1
41,2.8581325477610244,40827.455501333716,93990.85882753952,7345.491809105035,2,F,Other,Secondary / secondary special,0
28,2.520587441403257,37043.29678500186,87959.17432532147,9450.879279054021,1,M,Other,Secondary / secondary special,0
66,5.5328484624038055,61612.324486474005,207918.9987283962,23709.555600101092,2,M,Government,Secondary / secondary special,0
25,7.0,45064.57691502168,159387.15534570153,9911.445125725215,1,M,Business Entity,Higher education,0
53,1.8267873807845834,27240.39079710781,127525.69829742078,14343.38560796838,2,F,Business Entity,Lower secondary,1
55,4.013439175533488,63434.03624822568,180857.33082138273,10559.946893066917,3,F,Business Entity,Higher education,0
57,7.7891970935706825,28822.299135803252,136704.9202336023,9468.03495040967,2,F,Government,Secondary / secondary special,1
37,2.6911387715727297,16329.881673142374,61757.00309430246,6581.740335852166,3,M,Other,Higher education,0
52,0.9203241474518692,16355.797968626599,76779.2086255468,8679.729709992003,2,F,Business Entity,Secondary / secondary special,1
65,3.221318106271762,32842.080914113336,145068.47508178288,14200.711708239602,2,F,Government,Secondary / secondary special,0
42,0.28402925450974464,38235.54207701335,149368.619177676,8564.469426694912,2,M,Self-employed,Secondary / secondary special,0
52,14.269727478128704,58560.438492431866,160828.66942815032,13929.284112512822,2,F,Business Entity,Incomplete higher,0
42,0.38884134233515866,50031.505996123466,117268.17482600377,10564.031718096894,3,F,Other,Secondary / secondary special,0
46,2.8853321003214334,37794.74960430172,86110.42457406725,6004.495500151564,2,M,Business Entity,Secondary / secondary special,0
35,3.773849901016347,60219.7256190618,291018.3537450251,34744.88685314626,2,F,Other,Secondary / secondary special,0
63,21.100842595004444,36547.53252472032,177438.5792689878,13040.663311415312,2,M,Government,Secondary / secondary special,0
35,0.907740222016233,19048.754228936406,76898.10276430898,4976.67863812677,2,M,Business Entity,Secondary / secondary special,1
19,0.6076274417170473,17081.885252138018,78461.98343023876,4528.003559373793,3,M,Business Entity,Secondary / secondary special,0
52,0.043721334869269324,68826.4813909284,324619.1751941271,24831.772457726616,2,M,Business Entity,Secondary / secondary special,0
33,0.8454756851984753,11818.071291039636,38886.733535993546,3829.6941720858763,3,M,Business Entity,Secondary / secondary special,1
58,1.161381762543824,32847.45909271596,121591.7322304781,8049.274978406169,2,F,Other,Secondary / secondary special,1
53,4.979118098244095,161279.9166202568,478298.29171163915,49679.93250824047,2,F,Self-employed,Secondary / secondary special,1
50,1.2404276009012758,45689.17702076146,135455.5106695832,8056.634883998045,2,F,Government,Higher education,0
21,0.1036714609253732,32719.56806756686,53480.173769094385,4322.949792646039,3,F,Government,Secondary / secondary special,0
50,8.761300094891936,15642.849907881438,47215.98883795822,4682.228389002436,3,F,Business Entity,Secondary / secondary special,0
31,2.275344161044984,81526.65362169633,314465.77746596345,18701.80122932179,3,M,Business Entity,Secondary / secondary special,1
38,2.182431799876412,66630.24851641424,198354.09086473606,18218.61590632509,2,M,Business Entity,Secondary / secondary special,0
65,1.8011135001475744,51143.897391053375,232880.3545766299,24668.241835539175,1,F,Business Entity,Secondary / secondary special,0
37,18.519615653871004,36305.34060411622,96716.35031423984,8867.769613505598,2,F,Business Entity,Secondary / secondary special,0
25,0.9323432242997433,48339.58762352573,94957.66539057776,8147.602682523982,2,M,Government,Secondary / secondary special,1
24,6.0,33714.70835064491,146337.1885117325,15904.06740783079,2,F,Business Entity,Secondary / secondary special,1
20,2.0,22322.926974721304,86140.10604173304,10248.900243221706,2,M,Other,Higher education,0
34,0.397813873253693,58581.1039722169,137452.8387854792,8617.180539959618,2,F,Business Entity,Secondary / secondary special,0
50,21.610908619379096,35407.20720315042,119590.65352449738,11767.031930203997,2,F,Business Entity,Secondary / secondary special,0
65,1.5829184030978682,47144.469359120616,137024.60746172196,7624.875253639925,3,F,Self-employed,Secondary / secondary special,0
29,0.5189361419643989,34181.45005062488,163592.7350106543,8670.230370311567,3,F,Self-employed,Incomplete higher,1
39,8.839655197263763,45748.289911590255,165867.85085555768,11553.911277796078,2,F,Other,Secondary / secondary special,0
39,6.1323794454079374,36053.29843597486,74066.5412131609,8737.213997870018,2,M,Government,Secondary / secondary special,0
63,4.8014587388643335,34673.29502959404,112948.93760866817,10013.340732630772,2,F,Business Entity,Secondary / secondary special,0
47,0.8479005565036002,36864.149435280255,166587.20804995473,11457.700595751612,1,M,Other,Higher education,0
55,3.255192786564876,159601.41745118925,614503.4974050542,36428.398266621865,2,F,Other,Secondary / secondary special,0
55,7.583291634129544,54241.603920945854,241298.23730084524,27607.61618488505,1,F,Other,Secondary / secondary special,0
62,1.8093272290424403,132326.67547317903,314460.79381588707,23699.545499929354,2,F,Other,Secondary / secondary special,0
25,1.8675785599782708,36168.678663495666,166709.75223371596,11914.547428673939,1,F,Business Entity,Secondary / secondary special,0
44,0.015729245232832433,31115.80023564354,128963.77975236856,14193.423483211844,3,F,Other,Secondary / secondary special,1
44,0.9572761200093677,21224.288117642827,85983.79663062212,7937.0093430670795,2,M,Other,Higher education,1
51,10.413459095439766,80952.31837688318,219615.03810089358,13573.203730880054,2,F,Government,Incomplete higher,0
38,2.914710518548322,23095.834288703965,106397.96384281336,8459.248552576599,2,F,Self-employed,Secondary / secondary special,1
47,20.74965611051137,89749.73724315276,335029.29107129894,38520.38632241164,2,F,Self-employed,Secondary / secondary special,0
50,2.51848846940413,21848.89953260411,97914.49231649112,11072.586949233862,1,M,Business Entity,Secondary / secondary special,0
45,6.279602700563216,56575.42226687983,156340.52732081787,8584.296503581934,2,F,Government,Incomplete higher,0
64,1.6558648133777027,16391.140562833134,32942.624486922236,2266.5488722219143,3,F,Other,Secondary / secondary special,0
50,2.2612872702152718,29115.38912263761,77539.52581107832,4715.780105515598,2,F,School,Higher education,0
22,1.0580885709601078,36718.67516588653,113586.47564940508,9923.68917227834,2,M,Government,Secondary / secondary special,0
65,2.131368324929868,26936.95708829788,90694.73614451192,9296.104540785134,2,F,Government,Secondary / secondary special,0
36,3.9619380932314834,33367.46822530321,109706.63829851853,7754.945566676857,2,F,Business Entity,Secondary / secondary special,0
21,3.0,33447.33687235116,114095.25697224739,11758.625854938735,2,F,Government,Secondary / secondary special,0
52,5.456223179081143,54364.50699775505,241702.9768689305,23399.286971706675,2,M,Government,Secondary / secondary special,1
66,1.1110071912625599,12792.624917164181,26805.082417242385,2706.6580647485575,2,F,Business Entity,Lower secondary,0
34,0.23001782009831034,27406.627316263442,71426.59118269982,8312.41668274936,2,F,Other,Secondary / secondary special,0
61,0.6754142994356404,68003.7530050146,313506.1225635815,24993.59539306133,3,F,Other,Secondary / secondary special,1
45,4.134023777417567,48109.74150397088,166536.85996373947,12320.357218181347,2,F,Business Entity,Secondary / secondary special,1
47,7.24426123980362,68572.24438666414,242873.60125289936,23769.870452842846,2,F,Government,Secondary / secondary special,0
46,14.10211013498888,53071.46483523856,168407.37559219197,17940.269298200095,2,F,School,Secondary / secondary special,0
63,0.07974847409658034,21125.633638450567,72279.4800119934,4582.603630084008,2,F,Government,Secondary / secondary special,0
23,3.69868033300372,50536.37159162668,110840.365426681,12112.188675157353,2,F,Business Entity,Higher education,1
52,3.182580670876638,38181.11879602226,130351.64337706908,7045.46387811666,1,M,School,Secondary / secondary special,0
58,5.336367910027557,112874.36509991315,563255.040626686,28414.843947307774,2,M,Business Entity,Higher education,1
54,4.100119304511959,54235.03014235089,188801.1703419433,11533.844702624885,2,M,Business Entity,Secondary / secondary special,0
41,5.808385889992604,47178.03503530301,78098.92632600748,9255.246273617617,1,F,Business Entity,Secondary / secondary special,0
46,5.365930234771755,50752.295716328794,217601.72426837665,18855.097238998464,2,F,Self-employed,Secondary / secondary special,1
66,0.622216784505782,45909.289942609976,132570.60385725403,7060.673083377332,2,F,Business Entity,Secondary / secondary special,0
63,8.04014237126251,45292.67342635035,92300.42276577749,11057.802742956805,2,F,Business Entity,Secondary / secondary special,0
48,0.6575675821985562,31788.29169570219,143645.54672134435,14672.500248162938,2,M,Business Entity,Secondary / secondary special,0
52,5.995434220619059,47464.45734497003,104085.11201720017,11309.925254955535,2,F,Business Entity,Secondary / secondary special,0
50,2.6905162216587803,58351.09129650792,275573.8740444509,17886.352909845256,3,F,Business Entity,Higher education,1
38,3.6061978586786663,61707.70215991176,187979.41510621074,10786.533363282733,2,M,Business Entity,Secondary / secondary special,0
49,11.680606714367109,58078.94064806396,238110.17779083396,20490.79659969312,3,F,Other,Higher education,1
40,11.031092196977635,77190.51170440562,263565.8811139675,27424.63557788248,2,M,Government,Secondary / secondary special,0
50,8.514796870258639,63668.553984186074,152689.53229230948,14451.246680147155,2,M,Self-employed,Higher education,0
20,2.0,49724.79380717282,191381.5626456614,18023.196601448257,2,M,Government,Higher education,0
